Student_ID,Student_Name,Gender,Department,Semester,Attendance_Percentage,GPA,Assignment_Score,Quiz_Score,Internal_Marks,LMS_Login_Count,Study_Hours_Per_Week,Backlog_Count,Last_Login_Date,Admission_Year,Probation_Status
S09046,Varun Iyer,Male,CIVIL,2,75.37,8.8,77,61,65,45,24,5,2025-05-27,2023,Yes
S09047,Rohan Kumar,Female,MECH,2,63.53,7.47,92,99,91,115,13,6,2025-12-22,2024,Yes
S09048,Sneha Verma,Male,IT,7,76.45,2.41,47,59,81,147,37,2,2026-05-03,2022,Yes
S09049,Kavya Kumar,Male,AI&DS,1,68.47,7.26,85,78,85,66,25,5,2025-08-05,2023,Yes
S09050,Pooja Kumar,Male,ECE,2,45.19,4.38,95,68,77,70,30,5,2025-11-09,2025,Yes
S09051,Arjun Nair,Male,AI&DS,6,57.37,2.15,66,65,87,60,20,6,2025-12-31,2022,Yes
S09052,Vignesh Iyer,Female,CIVIL,6,87.27,1.56,48,84,51,79,38,3,2026-02-08,2024,Yes
S09053,Vivaan Nair,Male,ECE,8,61.57,1.92,87,88,43,109,40,1,2026-03-21,2025,Yes
S09054,Rohan Patel,Female,IT,2,67.06,3.91,55,85,80,91,2,0,2025-03-20,2022,Yes
S09055,Nithin Raj,Male,MECH,7,96.32,2.01,69,74,93,23,25,4,2025-02-02,2025,Yes
S09056,Nithin Kumar,Female,IT,7,63.42,5.53,41,80,77,116,11,3,2025-12-28,2025,Yes
S09057,Aishwarya Singh,Male,ECE,2,50.08,9.99,43,89,71,29,23,5,2025-03-04,2022,Yes
S09058,Sneha Reddy,Male,MECH,2,62.21,8.73,82,100,49,141,4,0,2025-06-26,2023,No
S09059,Aditya Kumar,Male,IT,3,69.55,3.67,43,40,99,90,35,2,2026-02-27,2022,Yes
S09060,Sneha Patel,Male,AI&DS,4,59.87,3.21,94,87,93,147,27,1,2025-06-05,2022,Yes
S09061,Pooja Raj,Female,CSE,1,63.75,3.87,44,84,97,112,36,2,2025-04-04,2025,Yes
S09062,Rahul Kumar,Male,CSE,6,92.18,2.41,62,72,86,4,2,4,2026-01-28,2022,Yes
S09063,Nivetha Reddy,Female,EEE,6,59.87,4.38,57,53,84,65,15,5,2025-11-14,2024,Yes
S09064,Priya Raj,Female,CSE,1,68.14,6.3,64,97,53,23,14,1,2025-06-12,2025,No
S09065,Kavya Gupta,Male,AI&DS,2,95.89,4.65,76,44,68,64,15,5,2025-10-17,2025,Yes
S09066,Nivetha Nair,Female,IT,7,77.54,3.47,99,82,69,21,36,4,2025-02-06,2024,Yes
S09067,Aishwarya Iyer,Male,MECH,4,40.87,2.64,100,81,40,71,11,1,2025-04-14,2025,Yes
S09068,Aditya Singh,Female,AI&DS,1,72.61,3.99,99,52,76,90,39,4,2025-08-05,2025,Yes
S09069,Vignesh Nair,Female,IT,1,75.12,1.69,81,59,57,23,31,3,2026-03-22,2022,Yes
S09070,Ananya Nair,Male,ECE,8,85.14,6.61,78,100,49,93,34,3,2025-02-16,2025,Yes
S09071,Nivetha Singh,Male,CIVIL,1,63.96,4.89,92,61,83,110,31,4,2025-11-21,2024,Yes
S09072,Harini Singh,Male,IT,7,96.65,2.9,87,78,56,28,31,2,2025-01-17,2023,Yes
S09073,Pooja Sharma,Female,IT,7,81.35,2.76,75,67,97,141,11,6,2026-05-05,2025,Yes
S09074,Kavya Singh,Male,CIVIL,4,54.18,2.37,54,88,87,32,16,4,2026-01-07,2023,Yes
S09075,Vignesh Iyer,Female,ECE,2,80.32,7.83,74,91,96,140,35,2,2025-09-15,2025,No
S09076,Rohan Reddy,Male,ECE,2,87.82,7.58,49,61,89,101,23,2,2025-08-15,2023,No
S09077,Arjun Patel,Female,AI&DS,4,74.62,4.7,65,60,40,96,29,5,2025-06-10,2023,Yes
S09078,Rohan Kumar,Male,ECE,6,79.12,7.89,59,85,65,103,32,2,2025-11-23,2025,No
S09079,Priya Reddy,Female,ECE,2,59.88,9.87,98,50,77,22,25,1,2026-04-07,2024,Yes
S09080,Varun Iyer,Male,CSE,3,91.03,5,46,93,65,72,30,6,2026-01-23,2023,Yes
S09081,Pooja Sharma,Female,EEE,5,58.64,6.08,64,42,62,33,8,6,2026-03-07,2023,Yes
S09082,Vignesh Patel,Female,CSE,8,55.42,7.92,92,81,71,87,2,1,2026-03-06,2025,Yes
S09083,Vivaan Kumar,Male,MECH,8,51.7,1.78,40,88,41,36,14,5,2025-10-13,2022,Yes
S09084,Karthik Kumar,Male,CIVIL,7,87.92,4.88,67,83,70,101,6,2,2025-06-10,2023,Yes
S09085,Ananya Nair,Male,CSE,6,91.76,5.41,80,70,94,95,35,2,2025-04-09,2022,No
S09086,Divya Patel,Male,CSE,1,54.52,3.03,80,67,58,59,30,6,2026-03-17,2024,Yes
S09087,Divya Iyer,Male,ECE,3,60.33,4.71,62,48,88,73,12,1,2026-03-23,2022,Yes
S09088,Nivetha Verma,Male,IT,8,87.07,7.56,59,74,88,4,14,0,2025-02-27,2023,No
S09089,Rohan Reddy,Male,MECH,1,56.49,8.23,81,65,92,3,15,6,2025-07-30,2024,Yes
S09090,Harini Sharma,Female,CIVIL,4,65.19,8.26,91,79,52,70,24,0,2025-05-26,2022,No
S09091,Aarav Nair,Male,AI&DS,3,92.64,5.4,50,77,83,86,11,0,2025-07-04,2025,No
S09092,Priya Gupta,Male,CIVIL,8,90.78,6.36,78,49,69,132,12,6,2025-08-21,2022,Yes
S09093,Sneha Reddy,Female,IT,4,67.88,4.21,54,91,68,62,37,3,2025-08-11,2024,Yes
S09094,Nithin Sharma,Male,ECE,1,78.22,5.65,69,54,82,150,26,6,2025-01-26,2022,Yes
S09095,Akash Raj,Male,IT,2,87.15,2.72,83,66,67,68,14,6,2025-11-01,2022,Yes
S09096,Kavya Kumar,Female,AI&DS,4,62.22,5.15,43,92,49,15,9,1,2026-02-04,2022,No
S09097,Vivaan Patel,Female,CIVIL,6,98.68,8.65,42,69,80,139,23,1,2025-11-18,2025,No
S09098,Divya Sharma,Male,AI&DS,7,56.7,4.02,71,85,71,54,4,6,2025-08-08,2025,Yes
S09099,Priya Nair,Male,EEE,7,85.87,4.65,72,87,71,52,5,1,2025-08-13,2024,Yes
S09100,Vignesh Reddy,Female,EEE,8,99.31,4.27,84,79,40,106,10,0,2025-07-15,2025,Yes
S09101,Akash Singh,Female,CIVIL,3,76.1,8.77,80,54,47,58,39,4,2025-04-23,2025,Yes
S09102,Nivetha Reddy,Male,IT,8,87.54,6.49,83,40,78,133,5,2,2025-08-29,2022,No
S09103,Nivetha Raj,Female,IT,2,95.81,7.35,41,56,74,57,34,3,2026-03-14,2022,Yes
S09104,Nithin Nair,Male,CIVIL,4,98.87,2.85,40,84,64,130,12,6,2025-06-17,2025,Yes
S09105,Arjun Reddy,Female,CIVIL,4,92.09,5.69,44,62,71,83,12,0,2026-03-21,2024,No
S09106,Priya Patel,Female,MECH,5,77.36,9.78,76,80,47,5,8,0,2026-01-06,2024,No
S09107,Akash Iyer,Female,EEE,2,80.88,4.55,60,46,72,43,40,5,2025-07-25,2023,Yes
S09108,Rohan Nair,Male,IT,1,95.01,2.24,45,93,40,110,17,5,2025-11-21,2023,Yes
S09109,Akash Sharma,Male,IT,2,72.04,2.07,40,95,72,20,39,2,2025-02-22,2024,Yes
S09110,Nithin Raj,Male,IT,3,98.07,4.97,51,90,68,149,35,0,2026-02-14,2022,Yes
S09111,Sneha Kumar,Male,ECE,4,86.64,6.55,83,48,91,133,11,0,2026-02-12,2022,No
S09112,Priya Gupta,Female,CSE,7,79.65,9.66,51,59,88,5,22,4,2025-07-09,2023,Yes
S09113,Divya Singh,Male,CSE,6,70.7,1.62,97,80,81,70,15,2,2026-02-18,2025,Yes
S09114,Nithin Reddy,Female,ECE,4,48.52,8.13,63,70,72,108,8,2,2026-04-14,2024,Yes
S09115,Ananya Raj,Male,MECH,2,93.88,8.89,64,52,78,50,27,4,2025-11-01,2023,Yes
S09116,Aishwarya Sharma,Female,CSE,2,63.78,5.88,43,47,76,18,22,6,2025-01-05,2023,Yes
S09117,Arjun Nair,Female,ECE,1,88.15,4.18,74,83,93,97,9,0,2025-10-02,2025,Yes
S09118,Divya Patel,Male,CIVIL,4,59.23,9.32,83,80,97,7,10,4,2025-03-12,2024,Yes
S09119,Aarav Kumar,Female,CIVIL,2,48.55,4.16,64,64,68,22,11,0,2026-03-15,2023,Yes
S09120,Vivaan Iyer,Female,ECE,8,48.07,9.88,85,92,97,41,2,0,2026-01-07,2022,Yes
S09121,Divya Verma,Female,IT,7,77.85,6.88,42,51,63,18,4,5,2025-09-24,2024,Yes
S09122,Rohan Reddy,Male,MECH,7,52.61,3.15,99,45,62,35,13,3,2025-11-13,2025,Yes
S09123,Varun Patel,Female,ECE,2,44.68,3.51,100,92,82,56,30,3,2025-05-16,2022,Yes
S09124,Aishwarya Kumar,Female,ECE,7,96.69,7.24,92,64,80,13,25,1,2025-02-22,2023,No
S09125,Ananya Gupta,Female,IT,2,65.74,2.71,81,95,41,94,2,5,2026-02-08,2023,Yes
S09126,Karthik Reddy,Female,ECE,2,42.26,7.72,90,81,52,33,30,0,2026-01-09,2023,Yes
S09127,Arjun Raj,Male,AI&DS,4,54.48,7.34,42,56,96,146,28,0,2025-08-19,2023,Yes
S09128,Rohan Sharma,Female,EEE,1,67.57,7.47,62,67,76,79,29,2,2025-07-27,2023,No
S09129,Divya Nair,Male,ECE,7,69.29,8.12,43,77,90,149,35,0,2025-03-16,2025,No
S09130,Priya Raj,Male,MECH,8,66.38,8.24,57,93,54,55,24,2,2026-02-07,2023,No
S09131,Harini Iyer,Male,IT,7,56.83,6.7,40,56,78,108,5,0,2025-09-06,2023,Yes
S09132,Divya Verma,Female,ECE,4,77.91,2.02,47,50,96,133,26,6,2025-12-15,2024,Yes
S09133,Aditya Gupta,Male,EEE,7,86.82,2.14,80,92,47,71,29,3,2026-03-19,2023,Yes
S09134,Karthik Reddy,Female,AI&DS,5,70.59,7.68,80,59,88,128,34,0,2026-01-21,2024,No
S09135,Aishwarya Raj,Male,IT,2,65.77,7.3,70,92,66,87,24,0,2025-10-11,2022,No
S09136,Sneha Patel,Female,IT,3,97.16,2.39,54,66,47,93,20,2,2025-07-09,2023,Yes
S09137,Vivaan Raj,Male,ECE,1,48.93,5.19,63,59,91,36,9,5,2025-03-24,2025,Yes
S09138,Nivetha Nair,Female,CSE,5,47.14,2.94,51,56,76,47,4,5,2026-02-07,2023,Yes
S09139,Arjun Kumar,Female,IT,1,86.58,9.77,59,88,76,8,40,2,2025-05-16,2025,No
S09140,Priya Reddy,Female,MECH,3,79.74,6.39,91,63,57,123,19,3,2025-08-21,2023,Yes
S09141,Priya Sharma,Male,AI&DS,6,70.35,7.78,92,59,40,4,40,2,2025-12-06,2023,No
S09142,Aarav Singh,Male,CIVIL,3,45.08,8.91,69,58,48,75,11,4,2025-03-18,2025,Yes
S09143,Aditya Nair,Male,IT,1,93.34,8.6,93,55,95,64,22,6,2025-07-01,2023,Yes
S09144,Nivetha Reddy,Male,EEE,8,62.15,3,67,83,83,36,4,4,2025-12-14,2024,Yes
S09145,Karthik Raj,Female,IT,6,94.44,8.59,89,51,87,146,37,6,2025-07-18,2025,Yes
S09146,Priya Sharma,Female,CIVIL,8,81.22,6.06,68,100,85,37,19,1,2025-03-30,2023,No
S09147,Pooja Singh,Female,IT,5,46.54,4.49,91,50,73,124,37,2,2025-01-06,2024,Yes
S09148,Divya Reddy,Male,CSE,2,45.57,7.24,45,55,86,60,38,0,2025-01-22,2025,Yes
S09149,Nithin Verma,Male,IT,2,66.89,3.5,86,55,68,24,21,3,2025-09-20,2024,Yes
S09150,Ananya Patel,Male,CSE,5,42.99,3.88,88,65,68,120,35,3,2025-12-22,2022,Yes
S09151,Aditya Verma,Male,IT,3,97.82,4.24,81,60,90,3,23,0,2025-12-25,2022,Yes
S09152,Rohan Reddy,Male,MECH,6,46.71,5.54,100,44,85,28,34,2,2025-12-08,2022,Yes
S09153,Harini Sharma,Female,IT,4,83.03,1.64,82,40,87,11,27,1,2025-04-26,2024,Yes
S09154,Aditya Raj,Female,AI&DS,4,90.59,5.72,66,48,78,118,33,5,2026-01-08,2022,Yes
S09155,Nithin Iyer,Female,CSE,1,74.81,3.33,75,92,85,137,28,3,2025-10-15,2022,Yes
S09156,Akash Singh,Male,CSE,6,52.2,8.95,95,96,56,59,6,2,2025-02-17,2025,Yes
S09157,Vignesh Reddy,Male,CSE,3,71.17,2,69,46,73,80,19,4,2025-12-12,2024,Yes
S09158,Kavya Reddy,Male,IT,8,62.99,3.92,87,91,77,83,10,2,2025-10-14,2025,Yes
S09159,Aishwarya Gupta,Female,AI&DS,4,87.36,7.22,48,46,80,147,30,1,2025-10-18,2023,No
S09160,Nithin Reddy,Male,CIVIL,6,77.8,5.41,44,88,79,114,15,0,2025-03-12,2022,No
S09161,Akash Patel,Female,AI&DS,5,41.28,2.12,72,99,44,62,20,1,2025-10-09,2022,Yes
S09162,Harini Nair,Male,CSE,8,76.55,9.13,98,55,47,141,19,6,2025-12-11,2025,Yes
S09163,Ananya Verma,Female,MECH,8,92.64,4.45,50,42,42,31,5,2,2025-04-02,2025,Yes
S09164,Akash Sharma,Male,IT,8,68.12,7.11,83,83,80,80,26,6,2025-12-09,2022,Yes
S09165,Arjun Patel,Female,AI&DS,1,97.95,6.72,86,60,90,119,5,1,2025-12-01,2022,No
S09166,Sneha Kumar,Male,ECE,4,56.88,3.31,82,99,96,79,20,1,2025-04-18,2022,Yes
S09167,Pooja Verma,Male,EEE,4,45.78,4.9,72,52,43,71,28,5,2025-02-27,2025,Yes
S09168,Vivaan Sharma,Male,EEE,5,66.29,6.8,51,61,99,19,7,2,2025-07-07,2023,No
S09169,Kavya Singh,Male,ECE,1,65.73,3.58,80,78,71,99,2,1,2025-04-13,2024,Yes
S09170,Sneha Verma,Male,MECH,2,83.2,4.59,55,73,59,146,39,2,2026-05-08,2025,Yes
S09171,Sneha Nair,Female,IT,3,99.13,8.86,61,61,88,58,6,4,2025-12-06,2022,Yes
S09172,Priya Patel,Male,ECE,5,43.35,4.87,83,75,74,57,21,6,2026-02-07,2025,Yes
S09173,Arjun Singh,Male,ECE,1,81.29,2.11,78,99,65,77,8,2,2025-09-07,2022,Yes
S09174,Priya Reddy,Female,AI&DS,3,75.65,1.52,67,91,58,101,20,1,2025-09-16,2022,Yes
S09175,Varun Raj,Male,IT,4,43.9,8.13,69,93,61,89,26,0,2026-04-01,2024,Yes
S09176,Sneha Sharma,Male,MECH,6,64.18,7.13,79,47,91,27,31,4,2025-05-10,2022,Yes
S09177,Pooja Sharma,Female,CIVIL,8,60.21,6.81,100,45,88,114,27,1,2025-05-22,2023,No
S09178,Rahul Verma,Female,ECE,8,64.28,9.92,57,86,81,145,32,2,2025-12-10,2024,No
S09179,Pooja Patel,Female,CIVIL,5,74.43,1.82,84,89,65,63,36,3,2025-07-27,2022,Yes
S09180,Aishwarya Iyer,Female,CIVIL,8,57.32,8.11,58,50,97,125,36,4,2025-04-27,2025,Yes
S09181,Ananya Singh,Female,AI&DS,3,48.22,5.55,85,70,88,59,11,6,2025-05-20,2024,Yes
S09182,Arjun Reddy,Female,AI&DS,7,53.38,9.29,58,76,79,3,1,2,2025-01-11,2025,Yes
S09183,Sneha Iyer,Female,EEE,5,51.22,4.36,48,58,100,120,20,1,2025-02-06,2024,Yes
S09184,Priya Patel,Female,EEE,6,97.44,9.31,49,71,71,10,13,2,2025-08-26,2023,No
S09185,Akash Gupta,Female,MECH,8,55.6,1.86,59,75,95,134,7,3,2025-08-15,2024,Yes
S09186,Rahul Sharma,Female,CSE,1,95.64,4.77,88,78,40,121,9,1,2025-05-07,2023,Yes
S09187,Nithin Singh,Male,IT,1,87.04,5.41,79,68,86,139,24,5,2025-11-19,2023,Yes
S09188,Vivaan Singh,Male,AI&DS,2,75.43,6.39,64,83,71,52,24,6,2026-01-15,2024,Yes
S09189,Karthik Iyer,Female,ECE,3,74.3,8.9,100,93,63,22,5,3,2025-10-19,2025,Yes
S09190,Nithin Raj,Male,CSE,3,64.4,9.97,84,56,99,141,11,6,2025-04-23,2025,Yes
S09191,Varun Kumar,Male,CSE,6,81.08,5.3,80,71,99,50,18,6,2025-05-10,2023,Yes
S09192,Varun Gupta,Female,EEE,3,98.34,2.54,89,78,43,54,13,4,2025-12-12,2025,Yes
S09193,Ananya Kumar,Male,CSE,6,95.64,2.79,49,71,89,49,6,6,2025-02-07,2023,Yes
S09194,Ananya Reddy,Male,EEE,3,55.95,2.69,97,60,50,104,1,0,2026-02-09,2025,Yes
S09195,Aarav Raj,Female,CIVIL,7,59.03,2.69,81,98,49,120,18,4,2025-08-07,2022,Yes
S09196,Akash Singh,Female,ECE,1,77.32,3.12,79,100,46,135,34,4,2025-12-20,2024,Yes
S09197,Arjun Patel,Female,EEE,3,50.18,8.34,47,81,53,21,34,1,2025-03-13,2023,Yes
S09198,Priya Verma,Female,CIVIL,5,51.89,5.15,55,71,57,103,37,2,2025-12-21,2024,Yes
S09199,Ananya Gupta,Male,EEE,6,90.24,7.45,100,86,50,46,34,1,2025-05-25,2025,No
S09200,Divya Nair,Female,AI&DS,7,82.17,1.58,59,95,76,19,36,1,2025-08-27,2023,Yes
S09201,Ananya Reddy,Male,CSE,3,63.01,8.58,94,67,40,150,12,1,2025-04-18,2024,No
S09202,Karthik Gupta,Female,CSE,7,90.33,8.44,82,90,61,89,2,4,2025-10-22,2023,Yes
S09203,Aarav Gupta,Male,MECH,4,64.67,8.49,99,45,49,17,36,4,2025-10-07,2022,Yes
S09204,Sneha Verma,Male,ECE,2,71.33,9.21,76,87,83,37,21,5,2026-04-21,2025,Yes
S09205,Pooja Kumar,Male,ECE,1,89.7,3.37,88,43,97,100,17,0,2026-02-15,2024,Yes
S09206,Varun Gupta,Male,CSE,2,42.97,4.86,50,55,70,140,27,1,2025-06-30,2022,Yes
S09207,Vivaan Iyer,Female,CSE,4,57.87,2.35,84,94,91,60,8,2,2026-01-24,2025,Yes
S09208,Pooja Iyer,Female,EEE,8,70.19,2.41,42,59,91,57,9,4,2026-04-02,2022,Yes
S09209,Kavya Singh,Female,MECH,2,90.33,1.97,62,72,67,44,38,6,2025-05-14,2022,Yes
S09210,Kavya Raj,Female,CIVIL,7,77.81,3,68,44,76,92,34,6,2026-03-05,2022,Yes
S09211,Arjun Singh,Male,AI&DS,5,85.79,8.88,84,59,84,105,29,1,2025-09-14,2023,No
S09212,Divya Iyer,Male,IT,8,74.44,9.01,92,60,92,20,15,3,2025-10-13,2024,Yes
S09213,Aishwarya Sharma,Male,IT,1,50.66,7.82,55,68,52,147,28,0,2025-11-05,2025,Yes
S09214,Sneha Patel,Male,CSE,8,68.94,6.35,58,44,65,141,12,3,2025-01-28,2024,Yes
S09215,Vivaan Reddy,Male,ECE,6,61.44,3.66,43,97,96,30,9,3,2026-05-03,2022,Yes
S09216,Pooja Singh,Male,EEE,4,88.78,6.69,68,52,91,41,6,3,2025-02-20,2023,Yes
S09217,Harini Patel,Female,ECE,4,64.17,4.38,52,94,92,129,38,5,2025-05-10,2022,Yes
S09218,Vivaan Iyer,Male,ECE,4,96.84,4.31,85,100,41,148,3,6,2025-11-21,2022,Yes
S09219,Aishwarya Sharma,Female,CSE,6,85.8,9.23,53,98,92,104,22,2,2025-07-29,2025,No
S09220,Aishwarya Nair,Male,EEE,4,82.07,5.81,87,42,85,55,29,4,2025-11-12,2022,Yes
S09221,Akash Reddy,Female,ECE,3,79.05,7.06,56,89,61,30,14,5,2025-02-12,2025,Yes
S09222,Pooja Reddy,Male,CIVIL,8,77.12,7.22,87,100,67,145,23,0,2025-04-28,2023,No
S09223,Aditya Singh,Female,ECE,6,56.61,7.36,64,71,74,54,28,4,2026-02-12,2025,Yes
S09224,Rohan Nair,Male,ECE,5,62.48,7.34,84,89,58,101,13,3,2025-02-24,2022,Yes
S09225,Sneha Singh,Male,IT,6,63.1,9.51,84,51,80,42,32,2,2026-03-17,2024,No
S09226,Aditya Nair,Female,MECH,6,76.94,1.98,67,41,70,136,32,0,2025-12-13,2022,Yes
S09227,Rohan Singh,Male,CSE,3,93.18,7.56,70,90,94,68,5,6,2026-03-08,2025,Yes
S09228,Varun Nair,Male,EEE,6,45.35,3.29,43,91,48,59,36,4,2025-11-05,2023,Yes
S09229,Kavya Sharma,Male,EEE,3,67.61,2.65,91,78,61,136,23,2,2026-03-19,2024,Yes
S09230,Aditya Nair,Female,CIVIL,3,94.13,7.41,88,88,44,123,11,1,2025-12-03,2022,No
S09231,Priya Singh,Female,ECE,8,86.25,2.98,82,99,81,98,37,0,2025-01-05,2024,Yes
S09232,Nivetha Nair,Female,ECE,3,47.34,4.6,91,97,40,70,14,1,2025-11-08,2022,Yes
S09233,Vivaan Raj,Female,AI&DS,2,66.89,7.05,87,98,74,111,6,1,2025-07-12,2024,No
S09234,Sneha Reddy,Male,ECE,3,75.81,2.25,59,84,95,41,32,6,2025-10-16,2022,Yes
S09235,Aditya Verma,Male,CSE,8,78.69,5.76,81,79,50,99,8,4,2025-12-23,2023,Yes
S09236,Divya Singh,Female,IT,4,97.37,4.79,62,55,42,94,17,3,2025-10-06,2023,Yes
S09237,Nithin Singh,Female,EEE,5,42.36,3.48,87,63,48,94,4,0,2025-12-18,2024,Yes
S09238,Priya Gupta,Male,CIVIL,1,58.85,8.11,69,97,76,92,28,5,2025-04-12,2025,Yes
S09239,Ananya Sharma,Male,AI&DS,8,73.42,9.33,48,47,80,67,30,5,2025-07-20,2025,Yes
S09240,Ananya Singh,Female,ECE,2,49.38,8.01,47,41,85,4,16,4,2025-08-19,2023,Yes
S09241,Harini Nair,Male,CIVIL,5,47.85,9.76,59,86,100,60,17,0,2025-06-01,2024,Yes
S09242,Akash Iyer,Female,IT,6,98.86,5.86,95,49,66,45,30,4,2026-04-29,2023,Yes
S09243,Aarav Gupta,Male,MECH,2,85.59,3.15,61,64,94,84,11,0,2025-12-16,2022,Yes
S09244,Kavya Singh,Female,EEE,2,91.48,2.04,98,75,56,90,19,1,2026-03-31,2024,Yes
S09245,Akash Patel,Male,ECE,5,68.98,5.07,94,89,66,34,15,1,2025-03-11,2022,No
S09246,Arjun Reddy,Male,AI&DS,4,65.56,9.36,68,45,100,103,20,4,2025-01-02,2022,Yes
S09247,Vivaan Iyer,Female,MECH,8,71.4,3.82,73,50,70,141,32,3,2026-02-05,2022,Yes
S09248,Rohan Iyer,Female,ECE,8,72.23,6.83,41,93,52,103,18,2,2025-03-22,2025,No
S09249,Kavya Singh,Female,CIVIL,3,40.48,2.07,62,85,92,22,9,2,2026-01-31,2025,Yes
S09250,Sneha Reddy,Male,ECE,4,80.08,8.72,61,82,43,19,23,0,2025-04-02,2025,No
S09251,Rohan Verma,Female,AI&DS,4,92.33,3.3,64,87,78,112,6,0,2026-03-17,2022,Yes
S09252,Rohan Verma,Female,MECH,5,79.3,9.12,65,44,93,129,16,5,2025-01-12,2022,Yes
S09253,Karthik Verma,Male,MECH,6,58.98,4.31,51,79,81,70,2,6,2025-08-14,2025,Yes
S09254,Varun Gupta,Male,IT,8,40.2,4.25,40,73,59,4,38,4,2025-06-09,2024,Yes
S09255,Karthik Raj,Female,ECE,2,93.48,3.91,52,95,76,106,25,0,2025-12-21,2025,Yes
S09256,Aditya Iyer,Female,MECH,8,59.91,3.06,98,95,54,3,21,4,2026-02-06,2023,Yes
S09257,Divya Kumar,Female,EEE,1,61.43,9.76,93,84,81,35,23,0,2025-02-01,2022,No
S09258,Karthik Singh,Female,MECH,7,98.05,6.63,96,40,52,48,40,1,2025-02-05,2023,No
S09259,Rohan Kumar,Female,CSE,6,49.91,5.4,76,47,66,64,3,1,2025-09-07,2025,Yes
S09260,Vignesh Raj,Female,IT,3,75.86,3.35,65,64,71,137,37,6,2025-01-02,2023,Yes
S09261,Akash Iyer,Male,MECH,4,68.32,3.87,89,72,58,48,7,5,2025-08-01,2025,Yes
S09262,Arjun Reddy,Male,ECE,2,91.03,8.62,98,44,59,123,8,2,2025-05-11,2024,No
S09263,Arjun Raj,Female,IT,6,97.16,8.44,87,91,52,88,18,1,2025-03-16,2024,No
S09264,Sneha Nair,Female,CSE,5,58.03,5.6,58,81,58,127,9,0,2025-01-23,2023,Yes
S09265,Aditya Raj,Female,CIVIL,8,41.09,3.31,53,78,45,74,5,4,2025-12-16,2024,Yes
S09266,Priya Iyer,Male,CIVIL,3,66.03,9.93,97,47,58,142,10,3,2025-04-09,2022,Yes
S09267,Arjun Kumar,Male,IT,6,84.63,9.54,62,45,69,98,6,2,2025-11-13,2023,No
S09268,Aishwarya Patel,Female,AI&DS,2,59.02,4.39,93,75,87,108,36,3,2025-04-18,2024,Yes
S09269,Rohan Raj,Female,IT,4,99.87,6.23,85,46,73,14,39,0,2026-02-23,2022,No
S09270,Nithin Sharma,Male,CIVIL,2,65.35,9.13,76,79,69,67,36,0,2025-04-13,2022,No
S09271,Nivetha Sharma,Female,MECH,5,98.1,8.82,81,75,44,65,26,0,2025-04-02,2024,No
S09272,Kavya Sharma,Female,CSE,8,40.05,9.92,92,82,90,96,24,2,2025-05-15,2024,Yes
S09273,Aarav Raj,Male,MECH,3,60.96,3.87,82,52,95,105,32,3,2025-03-26,2022,Yes
S09274,Divya Verma,Female,CIVIL,3,75.47,2.71,95,76,70,98,37,1,2025-08-03,2023,Yes
S09275,Nithin Nair,Female,MECH,6,54.17,3.04,42,51,97,132,36,3,2025-06-06,2022,Yes
S09276,Sneha Nair,Male,EEE,2,43.85,6.12,80,51,53,30,23,5,2025-03-19,2024,Yes
S09277,Priya Singh,Male,CSE,3,94.27,5.32,62,93,85,47,20,4,2025-03-17,2023,Yes
S09278,Vivaan Patel,Male,AI&DS,7,64.09,6.33,44,75,40,21,17,5,2026-02-04,2023,Yes
S09279,Harini Raj,Male,CSE,4,90.85,6.98,52,45,76,56,38,4,2025-05-16,2025,Yes
S09280,Arjun Patel,Female,EEE,7,46.32,5.58,41,69,50,61,21,0,2025-03-02,2022,Yes
S09281,Pooja Reddy,Female,CIVIL,5,75.46,5.01,43,71,84,49,5,3,2025-05-11,2023,Yes
S09282,Aishwarya Raj,Male,CIVIL,4,61.37,8.36,81,69,76,118,35,0,2025-12-25,2023,No
S09283,Pooja Reddy,Male,CSE,6,54.78,1.77,68,47,54,104,27,2,2026-01-21,2024,Yes
S09284,Sneha Gupta,Female,CSE,6,49.23,4.72,76,93,45,87,19,5,2025-07-03,2022,Yes
S09285,Arjun Reddy,Female,IT,8,70.14,9.72,40,55,98,38,13,3,2025-03-27,2024,Yes
S09286,Aarav Kumar,Female,IT,5,79.78,8.59,84,83,85,118,22,0,2025-11-27,2024,No
S09287,Nithin Nair,Male,AI&DS,5,74.31,6.56,56,85,90,126,36,6,2026-05-14,2023,Yes
S09288,Varun Verma,Male,CIVIL,5,58.08,5.73,62,50,45,100,12,3,2025-06-11,2024,Yes
S09289,Nithin Nair,Male,CIVIL,2,63.19,2.65,42,66,40,84,5,0,2025-01-07,2024,Yes
S09290,Aishwarya Singh,Female,EEE,1,64.13,6.82,56,93,67,61,19,2,2026-01-10,2023,No
S09291,Aishwarya Kumar,Male,EEE,3,56.01,5.47,84,95,66,96,31,1,2026-02-25,2024,Yes
S09292,Rahul Iyer,Female,ECE,8,80.19,3.71,62,58,54,134,20,5,2025-06-22,2022,Yes
S09293,Harini Patel,Female,MECH,8,50.65,7.52,95,71,44,129,3,4,2025-01-11,2023,Yes
S09294,Rohan Raj,Female,MECH,3,43.33,9.98,51,70,68,138,21,6,2026-05-15,2022,Yes
S09295,Aditya Raj,Female,CSE,4,74.97,5.31,86,61,66,29,39,3,2025-05-23,2025,Yes
